# PetList/Ride

#author("2017-04-07T17:40:56+00:00","","")
#include(Pet/PetMenu,notitle)
*パートナー一覧表 （ライドパートナー） [#y7d2e06b]
#contents

--&color(#0000ff){パラメーターは、06/10/1までに掲示板・コメントで記載されたものを反映しています。&br;仕様変更があったため、育てた時期によっては1～2の差が出ることがあるので参考として下さい。&br;上限に達したかは%%転生の際のパラメーター上昇で判断するといいでしょう。%% 数字の色が緑色になったかで判断できます。};
--パラメーターは、レイアウトの関係で英語表記としています。
---パラメーターの表示順序はゲーム内の説明と同じです。
---初期パラメーターのうち、&color(#a0a0a0){''灰色で表示''};されたものは旧隠しステータスであり、数値が不正確である場合があります。確定したもののみ黒で表示に戻してください。
--07/02/23にパートナーのHP回復アイテムが統合されました。
---「ピュアエナジー」「大人の回復薬」「バードケーキ」「鉱油」「樹液」⇒「ペットフード」に統合。14/07/24に「パートナーフード」に改名・
--07/10/12にペットのステータス調整が実施されました。
--13/06/27に各種隠しステータスの通常表示化、及び、カウントストップ・ステータス値の緑字表示化の仕様変更が行われました。
--13/12/26より飛空庭に設置が可能になりました。設置後右クリックでポーズを変えることができます。
--14/07/24に「ペット」から「パートナー」にカテゴリ名が変更されました。
プレイヤー間では未だペットと呼ぶ人も少なくないが、総じて「パートナー」の事を指す。


//修正値反映完了パートナー：ネコマタ緑、ネコマタ杏、青ドラゴ
//（上昇したパラメーターはとりあえず赤字にしています。パラメーターを更新された方は、上の日付の変更もお願いします。）

**ライドパートナー [#xbf16ef7]

***[[ライドクローラー>#RC]] [#q42355cd]
|CENTER:128|CENTER:120|CENTER:90|CENTER:80|CENTER:70|CENTER:390|c
|~画像|~固有命令スキル&br;習得可能職業|~初期&br;パラメーター|~成長&br;(転生前)((黒は限界値が確定していると思われるパラメーター、灰色はまだ限界値が確定していないと思われるパラメーターです。))|~説明と入手法|h
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/ginrou.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|【入手法】&br;ＥＣＯクジ「西洋ファンタジーロマン」&br;パートナー引き換え券（びっくりBOX：2013/04/25～2013/5/23）&br;&br;重量5.0　容量5.0|

***宙飛ぶ南京錠 [#ze4cd9be]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/key.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1200&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|宙に浮き、走る謎の巨大南京錠。&br;一説には高名な錬金術師の作と&br;言われているが、詳細は不明。&br;&br;【入手法】&br;ワンタイムパスワード（OTP）付BitCashに付属|

***きらめく流星群 [#fb1335ef]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/MeteorShower.jpg,nolink,121x112);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|星々が足元に集い、光と共に運んでくれる&br;&br;&br;【入手法】&br;ECOくじ 「サマーナイトカーニバル」&br;&br;フィールドでのファイアードラゴと等速|

***陽夜子のハングライダー [#t892rbtk]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/hiyoko_no_hangrider.jpg,nolink,127x123);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+215};&br;&color(#a0a0a0){+136};&br;&color(#a0a0a0){+11};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+50};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+70};&br;&color(#a0a0a0){+16};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|陽夜子とお揃いのハングライダー&br;&br;【入手法】&br;ECOくじ「ECO×ハローキティといっしょ！」|

***フライング・パンプキン [#s7qir082]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/FlyingPumpkin.jpg,nolink,128x120);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+540};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+110};&br;&color(#a0a0a0){+70};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|空飛ぶかぼちゃのお化け&br;&br;【入手法】&br;ＥＣＯくじ「洋風ハロウィン」|

***年代物の愛車 [#vintage_bike]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/vintage_bike.jpg,nolink,128x143);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|古き良き時代を感じさせるバイク。どこかの探偵も愛用していた!?&br;&br;【入手法】&br;ECOくじ「怪盗★ハード＆ワイルド」|

***ロイヤルガードグリフォン [#RoGriffon]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/griffon.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:29&br;DEF:45&br;M.DEF:45&br;S.HIT:28&br;L.HIT:20&br;M.HIT:20&br;S.AVOID:18&br;L.AVOID:5&br;M.RST:5&br;CRITICAL:20&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+700&br;+155&br;+110&br;+144&br;+45&br;+99&br;+20&br;+35&br;+55&br;+5&br;+5&br;+52&br;&br;+20&br;+200&br;&color(#a0a0a0){+0};&br;+120&br;+12&br;+100|ラグナロクオンラインの３次職「ロイヤルガード」が騎乗している勇敢なグリフォン。&br;ドラゴより足が速い&br;&br;【入手法】&br;[[ROコラボパッケージ>http://www.econline.jp/md/dlpack/ecoro.html]]|

***あけましタイニー [#AkemasiTiny]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/akemashi_tiny.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|乗れる程大きなタイニー&br;&br;【入手法】&br;ＥＣＯクジ「あけましアニバ」|

***スノーボード [#SnowBoard]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/snowboard_01.JPG,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|白銀の世界を移動する際にとっても便利な板&br;ドラゴより足が速い&br;&br;【入手法】&br;ＥＣＯクジ「粉雪のプレゼント」|

***アザラシ [#re4c142a]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/azarasi.jpg,nolink,128x128);|なし|HP:350&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;RCV:120&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|雪国の移動には欠かせない相棒。&br;寒さに強く滑りにくい。&br;&br;【入手法】&br;ECOくじ「雪国アニマルズ」|

***魔法のスーツケース [#MahouNoSuitcase]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/suit.png,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|空を飛ぶ魔法のスーツケース。&br;&br;【入手法】&br;ECOくじ「スウィート・ロリポップ」|

***忍びの大がま [#ed176a62]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/gama.jpg,nolink,128x128);|なし|HP:350&br;ATK:40&br;M.ATK:45&br;DEF:30&br;M.DEF:35&br;S.HIT:28&br;L.HIT:30&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:25&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|ニンジャの下僕の大ガマガエル&br;&br;【入手法】&br;ECOくじ「くのいち絵巻」|

***リビングうさ子 [#LivingUsako]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/living%20usako.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|少し破れた大きなウサギの&br;ぬいぐるみ&br;&br;【入手法】&br;ECOくじ「ゴシックパーティー」|

***おやすみムーン [#b79b0615]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|画像募集中|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|【入手法】&br;ECOくじ「ドリーミーナイト」|

***おでかけタイニー（抹茶） [#gecadbb1]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/mattya_tiny.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|乗れる程大きなタイニー&br;&br;【入手法】&br;「タイニーのロールケーキ」購入特典|


***マジカルステッキ [#magical_s]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/magicals.jpg,nolink,128x128);|なし|HP:10&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:40&br;L.AVOID:40&br;M.RST:40&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+50};&br;&color(#a0a0a0){+200};&br;&color(#a0a0a0){+200};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+12};&br;&color(#a0a0a0){+100};|&color(#ff8000){最大ごきげん度：100};&br;&br;&br;【入手法】&br;ＥＣＯ祭り2011で入場者350名にのみ配布|

***東方青龍 [#ac1460df]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/seiryu_1.jpg,nolink,128x110);|なし|HP:320&br;ATK:49&br;M.ATK:45&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+700&br;+143&br;+200&br;+111&br;+54&br;+120&br;+65&br;+50&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|東方を守護する龍。春の化身ともいわれる&br;&br;&br;【入手法】&br;ECOくじ「花月の桃源郷」|

***みやびな牛車 [#ac1460df]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/gyuusya_1.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|みやびな雰囲気を漂わせる牛車&br;&br;&br;【入手法】&br;ECOくじ「春色御伽草子」|

***炎のスケートボード [#jc6ac60f]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/skb.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1200&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|炎を出しながら疾走できるスケートボード&br;&br;&br;【入手法】&br;ECOくじ「陰月の“契約者”」|

***肝っ玉母ちゃん [#p8988fe3]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/brr.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|時に厳しく、時に優しく&br;どっしり構えて、大きな愛で&br;導いてくれる&br;&br;【入手法】&br;ECOくじ「ノーティ・スクールガールズ」|

***ミナヅキの日傘 [#ub1a5323]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/minahigasa.jpg,nolink,128x128);|なし|HP:1&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:40&br;L.AVOID:40&br;M.RST:40&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:150};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+1};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+200};&br;&color(#a0a0a0){+49};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|「守護魔・ミナヅキ」が&br;愛用している日傘&br;&br;【入手法】&br;ECOくじ「水月の待ち人」&br;&br;&color(#ff8000){最大ごきげん度大：100};&br;&br;&br;|

***遊泳のガラス球 [#ja4c3275]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
